Description,TotalSalesDollars,ProfitMargin
Three Olives Elvis Presley,119.92,43.162108072048035
Three Olives Jacked Apple,670.3900000000003,97.64017959695103
Three Olives Tomato Vodka,314.79,65.24667238476445
Three Olives Whipped Cream,483.5600000000001,89.34155016957564
Three Saints Steak House Red,167.88,32.45175125089349
Three Thieves Bandit Merlot,95.88,31.038798498122645
Three Thieves Bnd Pnt Grigio,567.2900000000002,30.097481006187333
Three Wishes Cab Svgn,223.71999999999994,21.56266762023957
Three Wishes Merlot,246.74999999999994,17.458966565349517
Three Wishes Pnt Grigio Colm,194.10999999999996,21.36417495234658
Tiamo Chianti,481.63,60.59007952162448
Tiamo Pnt Grigio,635.52,36.25377643504532
Tiamo Prosecco,804.57,10.585778738953735
Tierra de Antes Malbec Mndza,130.21,42.86153137239843
Tierruca Svgn Bl Rsva,191.76,25.531914893617014
Tijuana White Tequilla,8.99,28.58731924360401
Tiki Sound Svgn Bl,326.71000000000004,67.75121667533898
Tin Barn Znfdl RRV Gilsson,263.88,32.42382901318781
Tineta Tinto Fino Ribera Del,489.65000000000003,8.538752169917299
Tippy Cow Choclate Rum Cream,479.76000000000005,46.4232116058029
Tippy Cow Vanilla Soft Serve,239.88,40.970485242621315
Tisdale Cab Svgn Cal,574.5600000000002,32.33082706766921
Tisdale Chard Cal,690.2700000000001,28.288930418531887
Tisdale Shiraz Cal,522.6899999999999,25.34006772656832
Tisdale Vyds Pnt Nr,494.7600000000003,31.42129517341745
Tisdale Vyds Sweet Red,191.51999999999998,19.486215538847116
Toasted Head BB Oaked Svgn B,642.4700000000003,82.34314442697713
Tomada de Castro Albarino,215.88,33.35186214563646
Tommasi Poggio Tufo Cab Svgn,269.72999999999996,74.78960441923405
Tommaso Bussola Amarone Clsc,899.8499999999999,61.04350725120854
Tons de Durum Douro Red,733.4000000000003,77.91109899100083
Torii Mor Pnt Nr Deux Verres,594.83,43.98399542726494
Tormaresca Neprica Puglia,709.3900000000001,38.00307306277226
Tormaresca Primitivo,491.63,39.88161829017757
Torna Sorrento Limoncello,265.81,87.85598735939205
Tortoise Creek Cab Svgn,819.3600000000001,20.13766842413592
Tortoise Creek Chard,696.4300000000002,15.1214048791695
Tortoise Creek Znfdl,143.88,31.526271893244374
Toucas Vinho Verde DOC,878.1200000000003,35.389240650480595
Tozai Nigori Voice Mist Sake,131.94,31.969076853115048
Tozai Snow Maiden Junmai Ngr,449.57,33.5555657233873
Tozai Typhoon Sake,79.95,21.575984990619137
Tracia Syrah,44.940000000000005,88.49577214063196
Trackers Crossing Moscato,146.79,21.193541794400154
Trader Joe's Chard 720 Btls,45.48,32.45382585751979
Trader Joe's Pet Rsv Merlot,89.88,35.11348464619493
Trader Joe's Petit Rsv Znfdl,93.48,31.06546854942234
Trapiche Malbec,646.9200000000001,34.22370617696161
Travis Hasse's Apple Pie Liq,271.83000000000004,48.08520030901667
Treana White Table Central,215.88,31.962201222901616
Trefethen Merlot Napa,479.88,33.78344586146537
Trentadue Merlot Alex Vly,208.89000000000001,27.73229929628034
Triibe Celtic,318.83,68.42204309506633
Trim Cabernet Sauvignon,727.4400000000002,29.973606070603783
Trinity Oaks Merlot Cal,958.8,31.914893617021278
Triple Eight Vodka,63.98,24.257580493904342
Trivento Birds & Bees Sw Red,244.44,31.075110456553762
Trivento Golden RSV Malbec,93.48,34.65982028241336
Truchard Vyds The Shepard Rd,917.5700000000002,14.012009982889603
True Myth Chard Keg,310.99,34.21010321875302
Tullia Prosecco,491.6700000000001,19.78359468749366
Turning Leaf Pnt Nr RSV VDP,549.5000000000001,18.87170154686081
Tussock Jumper Chard,9.99,31.931931931931935
Tussock Jumper Malbec,59.88,34.669338677354716
Tutunjian Cab Svgn,185.88,34.667527437056165
Twenty 2 Coffee Vodka,299.88,26.490596238495396
Twisted Cab Svgn Cal,970.92,71.85761957730811
Twisted Chard Cal,458.49000000000024,8.944578943924665
Two Vines Vineyard 10 Red,978.6500000000002,31.001890359168254
Ty Ku Cucumber Sake,359.70000000000005,34.19516263552961
Valckenberg Madonna Spatlese,155.88,32.409545804464976
Valckenberg Rsl,194.85,47.03618167821401
Valdivieso Brut,220.83,78.60345061812254
Valentin Bianchi Elsa Malbec,995.1700000000002,24.37071053186893
Valley of the Moon Blend 41,659.6700000000002,6.134885624630517
Valmaggiore Nebbiolo d'Alba,986.79,61.90070835740127
Vampire Transylvania Merlot,227.15,96.24036979969183
Van Gogh Chocolate Liqueur,206.76999999999998,5.614934468249739
Van Ruiten Family Cab Svgn,346.17,88.2658809255568
Velvet Crush Cab Svgn,163.88000000000002,1.1471808640468781
Vendange Chard 192/2Pk  Plt,191.88,18.261413383364598
Vendange Shiraz,175.56000000000003,12.33766233766235
Vendange Sweet Pink Moscato,195.72000000000006,12.446351931330504
Vendange Sweet Red,104.85,21.545064377682394
Vendange Sweet White,395.0100000000003,91.64578111946533
Venta Morales Organic Tempra,246.21,19.873278908249045
Verde Sole Chard,923.1600000000003,55.803977642012235
Verde Sole Pnt Grigio,536.5100000000001,36.120482376842936
Verite La Muse Red Sonoma,849.98,34.210216710981435
Very Old Barton,467.64,24.78829869130099
Veuve du Vernay Sparkling Ro,191.52,1.503759398496238
Viberti Chard,308.23,64.84443435097167
Vietti Nebbiolo Perbacco DOC,724.7100000000002,67.816091954023
Vieux Clocher Chateauneuf Du,944.7300000000001,69.76914038931758
Vieux Clocher Cote du Rhone,419.7000000000001,61.83940910173934
Vieux Clocher Rose CDR,223.82000000000002,45.71530694307926
Vigna Magana Dignus,359.82000000000005,96.24534489466956
Vigne A Porrona Rosso,272.7900000000001,96.82539682539681
Villa Cornaro Pinot Grigio,671.16,33.79224030037547
Villa Fassini Sangio/Cab,89.88,35.51401869158878
Villa Maria Clr Slct Svgn Bl,831.48,5.787270890460385
Villa Mount Eden Gran Rs Pnt,449.64,31.54523618895117
Villa Olmi Cabernet Svgn,107.88,31.03448275862068
Vin Vault Cab Svgn,352.82000000000005,64.79791395045633
Vin Vault Pnt Nr,314.70000000000005,73.84175405147761
Vin Vault Red,73.42999999999999,40.92332833991556
Vincent Van Gogh Espresso V,167.94,23.079671311182558
Vincent Van Gogh Raspberry,419.85,6.9667738478028
Vinedo de Los Vientos Estiv,319.8,18.34896810506567
Vino Dious Chard 13,662.4900000000002,7.862760192606701
Vino Dious Welch Rsl 13,899.2500000000003,15.590770086182943
Vino.e Falanghina Beneventno,558.57,63.35284744973772
Vinum Cellars Chard,358.04999999999995,31.529116045245072
Vinum Cellars Pnt Nr,433.7,3.629236799631071
Vinum Cellars Znfdl Cal,275.31,42.69732301768915
Vinyes Domenech Furvus,692.7900000000001,67.82574806218335
Virginie Taunt Svgn Blanc,541.63,37.58839059874822
Virtu St Supery White Blend,879.5600000000002,78.35281277002139
Vista Point Cab Svgn,209.4,20.5730659025788
Vista Point Chard,310.61,20.02833134799267
Vista Point Merlot,125.64000000000001,7.927411652340025
Vista Point Pnt Grigio/Col,251.28,24.11652340019102
Vistamar Svgn Bl,477.51,39.66199660740089
Viu Manent Cab Svgn La Capil,167.87999999999997,65.51107934238742
Viu Manent Estate Rsv Malbec,615.72,28.040343013057896
Viu Manent Rsva Cab Svgn,575.28,39.54943679599499
Viu Manent Rsva Svgn Blanc,95.88,39.54943679599499
Viu Manet Rsva Chard,215.23000000000002,14.695906704455695
Viu Manet Rsva Merlot,287.64,31.53942428035043
Volcanes Summit Series Cab S,143.88,29.190992493744787
Volker Eisele Family Est Cab,949.8100000000001,58.98969267537718
Voss Svgn Blanc Napa Vly,14.99,32.88859239492995
Wairau River Svgn Bl,415.74,40.424303651320535
Walnut Crest Malbec,59.94,41.94194194194195
Walt La Brisa Pnt Nr,935.7600000000001,74.49345986150296
Weller Antique -Hanover Chop,275.88,20.00869943453675
Wellington Cab Svgn Sonoma,521.71,25.414502309712294
West Cork 10Yr S Malt Irish,758.7700000000001,2.2720982642961793
West Indies Blue Mtn Coffee,593.82,91.3879626822943
Whalers Vanille Rum,149.88,23.698959167333868
White Elephant Vinum Cellars,971.4600000000002,23.51306281267371
White Knight Viognier,142.89000000000001,39.701868570228854
White Oak Merlot Napa,599.76,34.65386154461784
Wicked Silky Shiraz,118.44,31.914893617021274
Wild Horse Pnt Nr CC,395.6400000000001,13.982408249924196
Wild Oats Chard Cntrl Ranges,527.56,0.6444764576541014
Wild Shot Reposado Mezcal,599.88,8.141628325665138
Wild Turkey 81 Rye,215.90999999999997,21.884118382659445
Wild Turkey Honey VAP,677.6500000000002,88.77296539511546
Willamette Vly Tualatin Est,914.7900000000001,24.627510138938998
WindRacer RRV Pnt Nr,755.82,10.518377391442407
Wine Cube Chard,135.92,9.52030606238964
Wisdom & Warter Cream Sherry,79.84000000000002,41.83366733466936
Wolf Blass Yellow Lbl Chard,647.2800000000002,87.28216536892843
Wolf Blass Ylw Lb Shiraz/Cab,194.85000000000002,78.49627918911983
Wolfgang Puck Chard,641.5400000000001,13.395891136951718
Woodford Rsv MC Classic Malt,789.9200000000001,73.08841401660928
Woodford Rsv Master Coll Pnt,489.95,73.76058781508317
Woodford Rsv Mt Washington,551.88,26.462274407479892
Woodwork Cab Svgn,143.88,33.36113427856547
Wyborowa Vodka,579.74,29.675371718356498
Xicaru Silver Mezcal,119.96,28.576192064021335
Xinomavro Naoussa Young Vine,191.88,35.08442776735459
Yangarra Est Vyd 10 Shiraz,550.8000000000001,41.83006535947714
Yellow Tail Cab/Merlot Ausl,939.0000000000002,76.33865814696486
Yellow Tail Moscato Bubbles,259.80000000000007,50.98152424942265
Yellow Tail Sangria Bubbles,668.6600000000001,51.32952472108398
Yellow Tail Shiraz/Grenache,878.5999999999997,54.54586842704301
Yosemite Road Cab Svgn,460.6800000000001,33.81088825214903
Yosemite Road Moscato,460.68000000000006,30.94555873925501
Yosemite Road Pnt Grigio,530.4800000000001,21.957472477755992
Yosemite Road Red,52.35000000000001,47.736389684813766
Yukon Jack Wicked Hot,175.89000000000001,20.927852635169707
Z Alexander Brown Uncage Red,179.88,34.2228152101401
Z Znfdl Tom Eddy,917.82,58.71194787648996
ZIPZ Pnt Grigio,10.74,35.754189944134076
Zacharias Ambelos Phos Red,739.26,14.03295187078971
Zacharias Ambelos Phos White,689.3100000000001,28.97245071158115
Zacharias Cab Svgn,287.76,32.86071726438699
Zacharias Merlot,659.45,13.855485631966033
Zardetto Pros di Coneg Brut,345.86000000000007,88.75845717920546
Zenato Lugana Brut,699.7700000000001,77.74125784186234
Zerran Tinto Montsant,139.91,77.59273818883568
Zhenka Vodka 80 Proof,240.39,87.30396439119762
Zoe Red by D Skouras,299.75000000000006,2.7189324437030966
Zolo Malbec Rsv,713.6300000000001,21.16923335622103
Zonin Moscato,383.64,48.952142633719106
Zorah Red,417.81000000000006,67.55941695986215
Zwack Liqueur,227.88,16.653501843075297
